"","ID","site","Date_prel","Date_labo","parcelle","horizon","MSr.105øC","MS.105øC..g...100.g.MB.","pH.eau","pH.KCL","N.Dumas..g.kg.MS105.","N.Dumas..g.kg.sec.","C.orga..g.100g.MS105.","C.orga..g.100g.sec.","P.O.Dabin..mg.kg.MS105.","P.O.Dabin..mg.kg.sec.","CEC","Ca..ch","Mg..ch","K..ch","Na..ch","nølabo","Code_site","Parcelle","C.org1er","C.org2em","C.org2em3","C.orgNC","C.org","traitement","bloc","SOL","Date_prelevement","Date2","Date3","date_test","horizon_num","trai_num"
"1570",1622,"SED","21/11/2005","23/11/2005",10,"0-30 cm",NA,NA,5.8,4.9,NA,"11.1",NA,"14.8",NA,"354","13","5.96","3.37","0.25","0.09",82103,"2-SED",10,14.8,0,0,14.8,14.8,"7-Mix72",1,"andosol",2005-11-21,"2005",2005-10-10,1,3,7
"1571",1623,"SED","21/11/2005","23/11/2005",11,"0-30 cm",NA,NA,5.9,5,NA,"11.8",NA,"15.1",NA,"448","16.5","7.93","5.59","0.55","0.12",82104,"2-SED",11,15.1,0,0,15.1,15.1,"9-Mix1248",2,"andosol",2005-11-21,"2005",2005-10-10,1,3,9
"1572",1624,"SED","21/11/2005","23/11/2005",12,"0-30 cm",NA,NA,5.8,4.9,NA,"10.9",NA,"14.1",NA,"371","14","5.35","3.31","0.54","0.09",82105,"2-SED",12,14.1,0,0,14.1,14.1,"0-Temoin",2,"andosol",2005-11-21,"2005",2005-10-10,1,3,0
"1573",1625,"SED","21/11/2005","23/11/2005",13,"0-30 cm",NA,NA,5.5,4.9,NA,"11.2",NA,"14.5",NA,"401","13.2","5.93","3.87","0.27","0.11",82106,"2-SED",13,14.5,0,0,14.5,14.5,"2-Min120",2,"andosol",2005-11-21,"2005",2005-10-10,1,3,2
"1574",1626,"SED","21/11/2005","23/11/2005",14,"0-30 cm",NA,NA,5.9,5,NA,"10.1",NA,"13.5",NA,"333","13.4","4.63","3.27","1.65","0.16",82107,"2-SED",14,13.5,0,0,13.5,13.5,"4-Lis70",2,"andosol",2005-11-21,"2005",2005-10-10,1,3,4
"1575",1627,"SED","21/11/2005","23/11/2005",15,"0-30 cm",NA,NA,5.9,4.9,NA,"11.9",NA,"14.9",NA,"486","14.1","5.31","4.19","1.15","0.15",82108,"2-SED",15,14.9,0,0,14.9,14.9,"8-Mix4070",2,"andosol",2005-11-21,"2005",2005-10-10,1,3,8
"1576",1628,"SED","21/11/2005","23/11/2005",16,"0-30 cm",NA,NA,5.7,4.9,NA,"10.8",NA,"14.2",NA,"434","13.1","5.57","3.57","0.38","0.11",82109,"2-SED",16,14.2,0,0,14.2,14.2,"6-Com12",2,"andosol",2005-11-21,"2005",2005-10-10,1,3,6
"1577",1629,"SED","21/11/2005","23/11/2005",17,"0-30 cm",NA,NA,6,5,NA,"13.2",NA,"16.6",NA,"588","18.9","8.55","6.02","0.57","0.12",82110,"2-SED",17,16.6,0,0,16.6,16.6,"1- Min70",2,"andosol",2005-11-21,"2005",2005-10-10,1,3,1
"1578",1630,"SED","21/11/2005","23/11/2005",18,"0-30 cm",NA,NA,5.8,4.9,NA,"9.68",NA,"13.1",NA,"397","11.8","4.11","2.36","0.35","0.08",82111,"2-SED",18,13.1,0,0,13.1,13.1,"5-Com72",2,"andosol",2005-11-21,"2005",2005-10-10,1,3,5
"1579",1631,"SED","21/11/2005","23/11/2005",19,"0-30 cm",NA,NA,5.6,4.8,NA,"10.5",NA,"13.8",NA,"355","12.5","5.11","3.32","0.25","0.11",82112,"2-SED",19,13.8,0,0,13.8,13.8,"7-Mix72",2,"andosol",2005-11-21,"2005",2005-10-10,1,3,7
"1580",1632,"SED","21/11/2005","23/11/2005",20,"0-30 cm",NA,NA,5.9,4.8,NA,"13.8",NA,"17.1",NA,"672","16.8","6.46","4.77","1.52","0.17",82113,"2-SED",20,17.1,0,0,17.1,17.1,"3-Lis40",2,"andosol",2005-11-21,"2005",2005-10-10,1,3,3
"1581",1633,"SED","21/11/2005","23/11/2005",21,"0-30 cm",NA,NA,5.9,5,NA,"12.8",NA,"16.1",NA,"523","15.6","6.98","4.97","1.29","0.15",82114,"2-SED",21,16.1,0,0,16.1,16.1,"3-Lis40",3,"andosol",2005-11-21,"2005",2005-10-10,1,3,3
"1582",1634,"SED","21/11/2005","23/11/2005",22,"0-30 cm",NA,NA,5.7,4.8,NA,"13.1",NA,"16.6",NA,"550","14.5","6.65","4.15","0.38","0.1",82115,"2-SED",22,16.6,0,0,16.6,16.6,"1- Min70",3,"andosol",2005-11-21,"2005",2005-10-10,1,3,1
"1583",1635,"SED","21/11/2005","23/11/2005",23,"0-30 cm",NA,NA,6,5,NA,"11.8",NA,"15.4",NA,"558","15.3","7.03","4.87","0.98","0.15",82116,"2-SED",23,15.4,0,0,15.4,15.4,"8-Mix4070",3,"andosol",2005-11-21,"2005",2005-10-10,1,3,8
"1584",1636,"SED","21/11/2005","23/11/2005",24,"0-30 cm",NA,NA,5.6,4.8,NA,"12.9",NA,"16.6",NA,"609","13.4","6.19","3.63","0.45","0.12",82117,"2-SED",24,16.6,0,0,16.6,16.6,"7-Mix72",3,"andosol",2005-11-21,"2005",2005-10-10,1,3,7
"1585",1637,"SED","21/11/2005","23/11/2005",25,"0-30 cm",NA,NA,5.9,5,NA,"13.3",NA,"16.2",NA,"762","16.4","8.01","5.32","0.79","0.14",82118,"2-SED",25,16.2,0,0,16.2,16.2,"9-Mix1248",3,"andosol",2005-11-21,"2005",2005-10-10,1,3,9
"1586",1638,"SED","21/11/2005","23/11/2005",26,"0-30 cm",NA,NA,5.8,5,NA,"13.5",NA,"16.7",NA,"650","15.9","7.23","5.06","0.65","0.13",82119,"2-SED",26,16.7,0,0,16.7,16.7,"5-Com72",3,"andosol",2005-11-21,"2005",2005-10-10,1,3,5
"1587",1639,"SED","21/11/2005","23/11/2005",27,"0-30 cm",NA,NA,5.8,4.8,NA,"13.2",NA,"16.1",NA,"805","14.3","6.68","4.22","0.67","0.15",82120,"2-SED",27,16.1,0,0,16.1,16.1,"6-Com12",3,"andosol",2005-11-21,"2005",2005-10-10,1,3,6
"1588",1640,"SED","21/11/2005","23/11/2005",28,"0-30 cm",NA,NA,5.4,4.7,NA,"12.7",NA,"15.7",NA,"581","11.4","4.97","3.07","0.22","0.11",82121,"2-SED",28,15.7,0,0,15.7,15.7,"2-Min120",3,"andosol",2005-11-21,"2005",2005-10-10,1,3,2
"1589",1641,"SED","21/11/2005","23/11/2005",29,"0-30 cm",NA,NA,5.8,4.9,NA,"12.1",NA,"15.1",NA,"511","12.4","4.92","3.55","0.62","0.11",82122,"2-SED",29,15.1,0,0,15.1,15.1,"0-Temoin",3,"andosol",2005-11-21,"2005",2005-10-10,1,3,0
"1590",1642,"SED","21/11/2005","23/11/2005",30,"0-30 cm",NA,NA,6,5,NA,"11.9",NA,"14.6",NA,"571","15.4","6.26","4.63","1.99","0.21",82123,"2-SED",30,14.6,0,0,14.6,14.6,"4-Lis70",3,"andosol",2005-11-21,"2005",2005-10-10,1,3,4
"1591",1643,"MAR","21/11/2005","23/11/2005",1,"0-30 cm",NA,NA,5.6,4.9,NA,"8.43",NA,"11",NA,"245","15.9","7.52","5.59","0.38","0.14",82124,"3-MAR",1,11,0,0,11,11,"5-Com72",1,"andosol",2005-11-21,"2005",2005-10-10,1,3,5
"1592",1644,"MAR","21/11/2005","23/11/2005",2,"0-30 cm",NA,NA,5.7,4.9,NA,"7.19",NA,"9.76",NA,"141","11.5","4.94","4.78","0.23","0.1",82125,"3-MAR",2,9.76,0,0,9.76,9.76,"1- Min70",1,"andosol",2005-11-21,"2005",2005-10-10,1,3,1
"1593",1645,"MAR","21/11/2005","23/11/2005",3,"0-30 cm",NA,NA,5.9,5,NA,"7.28",NA,"9.82",NA,"153","13.3","6.15","4.59","0.26","0.12",82126,"3-MAR",3,9.82,0,0,9.82,9.82,"6-Com12",1,"andosol",2005-11-21,"2005",2005-10-10,1,3,6
"1594",1646,"MAR","21/11/2005","23/11/2005",4,"0-30 cm",NA,NA,5.6,4.9,NA,"9.54",NA,"12.7",NA,"269","14.7","7.07","6.3","0.51","0.18",82127,"3-MAR",4,12.7,0,0,12.7,12.7,"3-Lis40",1,"andosol",2005-11-21,"2005",2005-10-10,1,3,3
"1595",1647,"MAR","21/11/2005","23/11/2005",5,"0-30 cm",NA,NA,6,5,NA,"6.73",NA,"8.51",NA,"127","12.8","4.96","5.16","0.1","0.13",82128,"3-MAR",5,8.51,0,0,8.51,8.51,"0-Temoin",1,"andosol",2005-11-21,"2005",2005-10-10,1,3,0
"1596",1648,"MAR","21/11/2005","23/11/2005",6,"0-30 cm",NA,NA,6.1,5.2,NA,"8.59",NA,"11.2",NA,"287","14.5","6.11","6.45","0.07","0.16",82129,"3-MAR",6,11.2,0,0,11.2,11.2,"9-Mix1248",1,"andosol",2005-11-21,"2005",2005-10-10,1,3,9
"1597",1649,"MAR","21/11/2005","23/11/2005",7,"0-30 cm",NA,NA,5.8,5,NA,"9.36",NA,"12.4",NA,"197","16","6.62","7.53","0.26","0.18",82130,"3-MAR",7,12.4,0,0,12.4,12.4,"8-Mix4070",1,"andosol",2005-11-21,"2005",2005-10-10,1,3,8
"1598",1650,"MAR","21/11/2005","23/11/2005",8,"0-30 cm",NA,NA,5.9,5,NA,"8.42",NA,"10.8",NA,"227","15.5","6.33","6.51","0.05","0.14",82131,"3-MAR",8,10.8,0,0,10.8,10.8,"2-Min120",1,"andosol",2005-11-21,"2005",2005-10-10,1,3,2
"1599",1651,"MAR","21/11/2005","23/11/2005",9,"0-30 cm",NA,NA,5.8,5.1,NA,"8.81",NA,"11.6",NA,"363","13.1","5.15","5.08","0.29","0.17",82132,"3-MAR",9,11.6,0,0,11.6,11.6,"4-Lis70",1,"andosol",2005-11-21,"2005",2005-10-10,1,3,4
"1600",1652,"MAR","21/11/2005","23/11/2005",10,"0-30 cm",NA,NA,6,5,NA,"10.7",NA,"14.5",NA,"228","16.9","7.1","6.63","0.1","0.16",82133,"3-MAR",10,14.5,0,0,14.5,14.5,"7-Mix72",1,"andosol",2005-11-21,"2005",2005-10-10,1,3,7
"1601",1653,"MAR","21/11/2005","23/11/2005",11,"0-30 cm",NA,NA,5.8,4.9,NA,"10.8",NA,"14.4",NA,"214","16.2","7.19","6.15","0.04","0.16",82134,"3-MAR",11,14.4,0,0,14.4,14.4,"9-Mix1248",2,"andosol",2005-11-21,"2005",2005-10-10,1,3,9
"1602",1654,"MAR","21/11/2005","23/11/2005",12,"0-30 cm",NA,NA,5.9,4.9,NA,"11.1",NA,"15",NA,"252","16.5","7.74","7.05","0.26","0.14",82135,"3-MAR",12,15,0,0,15,15,"0-Temoin",2,"andosol",2005-11-21,"2005",2005-10-10,1,3,0
"1603",1655,"MAR","21/11/2005","23/11/2005",13,"0-30 cm",NA,NA,5.8,4.9,NA,"11.8",NA,"16.5",NA,"256","15.9","7.36","7.45","0.19","0.15",82136,"3-MAR",13,16.5,0,0,16.5,16.5,"2-Min120",2,"andosol",2005-11-21,"2005",2005-10-10,1,3,2
"1604",1656,"MAR","21/11/2005","23/11/2005",14,"0-30 cm",NA,NA,5.8,5,NA,"9.54",NA,"13.2",NA,"285","14.6","5.99","6.01","0.76","0.18",82137,"3-MAR",14,13.2,0,0,13.2,13.2,"4-Lis70",2,"andosol",2005-11-21,"2005",2005-10-10,1,3,4
"1605",1657,"MAR","21/11/2005","23/11/2005",15,"0-30 cm",NA,NA,5.9,5,NA,"10.4",NA,"14.1",NA,"551","14","5.92","5.23","1.52","0.23",82138,"3-MAR",15,14.1,0,0,14.1,14.1,"8-Mix4070",2,"andosol",2005-11-21,"2005",2005-10-10,1,3,8
"1606",1658,"MAR","21/11/2005","23/11/2005",16,"0-30 cm",NA,NA,6,5,NA,"7.93",NA,"10.8",NA,"461","9.53","4.27","3.74","0.19","0.13",82139,"3-MAR",16,10.8,0,0,10.8,10.8,"6-Com12",2,"andosol",2005-11-21,"2005",2005-10-10,1,3,6
"1607",1659,"MAR","21/11/2005","23/11/2005",17,"0-30 cm",NA,NA,5.7,5,NA,"6.4",NA,"8.65",NA,"494","6.71","2.78","1.54","0.17","0.09",82140,"3-MAR",17,8.65,0,0,8.65,8.65,"1- Min70",2,"andosol",2005-11-21,"2005",2005-10-10,1,3,1
"1608",1660,"MAR","21/11/2005","23/11/2005",18,"0-30 cm",NA,NA,6,5,NA,"8.88",NA,"11.9",NA,"556","11.8","6.52","3.44","0.27","0.12",82141,"3-MAR",18,11.9,0,0,11.9,11.9,"5-Com72",2,"andosol",2005-11-21,"2005",2005-10-10,1,3,5
"1609",1661,"MAR","21/11/2005","23/11/2005",19,"0-30 cm",NA,NA,6.1,5,NA,"9.91",NA,"13.2",NA,"651","12.4","6.96","3.54","0.16","0.12",82142,"3-MAR",19,13.2,0,0,13.2,13.2,"7-Mix72",2,"andosol",2005-11-21,"2005",2005-10-10,1,3,7
"1610",1662,"MAR","21/11/2005","23/11/2005",20,"0-30 cm",NA,NA,5.9,5,NA,"9.27",NA,"12.7",NA,"483","10.4","5.64","2.88","1.31","0.2",82143,"3-MAR",20,12.7,0,0,12.7,12.7,"3-Lis40",2,"andosol",2005-11-21,"2005",2005-10-10,1,3,3
"1611",1663,"MAR","21/11/2005","23/11/2005",21,"0-30 cm",NA,NA,5.8,4.9,NA,"10.1",NA,"13.3",NA,"444","11.5","5.78","3.19","0.62","0.18",82144,"3-MAR",21,13.3,0,0,13.3,13.3,"3-Lis40",3,"andosol",2005-11-21,"2005",2005-10-10,1,3,3
"1612",1664,"MAR","21/11/2005","23/11/2005",22,"0-30 cm",NA,NA,5.6,4.8,NA,"11.2",NA,"15.1",NA,"341","9.95","5.58","2.67","0.12","0.09",82145,"3-MAR",22,15.1,0,0,15.1,15.1,"1- Min70",3,"andosol",2005-11-21,"2005",2005-10-10,1,3,1
"1613",1665,"MAR","21/11/2005","23/11/2005",23,"0-30 cm",NA,NA,5.7,4.8,NA,"10.4",NA,"13.3",NA,"338","12.5","6.64","4.12","0.53","0.18",82146,"3-MAR",23,13.3,0,0,13.3,13.3,"8-Mix4070",3,"andosol",2005-11-21,"2005",2005-10-10,1,3,8
"1614",1666,"MAR","21/11/2005","23/11/2005",24,"0-30 cm",NA,NA,5.6,4.8,NA,"11.3",NA,"14.6",NA,"281","11.6","6.3","3.18","0.08","0.14",82147,"3-MAR",24,14.6,0,0,14.6,14.6,"7-Mix72",3,"andosol",2005-11-21,"2005",2005-10-10,1,3,7
"1615",1667,"MAR","21/11/2005","23/11/2005",25,"0-30 cm",NA,NA,5.7,4.8,NA,"11.6",NA,"15.2",NA,"351","12.8","7.08","3.65","0.1","0.15",82148,"3-MAR",25,15.2,0,0,15.2,15.2,"9-Mix1248",3,"andosol",2005-11-21,"2005",2005-10-10,1,3,9
"1616",1668,"MAR","21/11/2005","23/11/2005",26,"0-30 cm",NA,NA,5.7,4.8,NA,"11.7",NA,"15.5",NA,"410","12.2","6.89","3.29","0.09","0.16",82149,"3-MAR",26,15.5,0,0,15.5,15.5,"5-Com72",3,"andosol",2005-11-21,"2005",2005-10-10,1,3,5
"1617",1669,"MAR","21/11/2005","23/11/2005",27,"0-30 cm",NA,NA,5.9,5,NA,"11.6",NA,"15.1",NA,"378","14.3","8.95","4.4","0.04","0.18",82150,"3-MAR",27,15.1,0,0,15.1,15.1,"6-Com12",3,"andosol",2005-11-21,"2005",2005-10-10,1,3,6
"1618",1670,"MAR","21/11/2005","23/11/2005",28,"0-30 cm",NA,NA,5.5,4.8,NA,"10.7",NA,"13.5",NA,"320","12.8","7.94","3.52","0.03","0.11",82151,"3-MAR",28,13.5,0,0,13.5,13.5,"2-Min120",3,"andosol",2005-11-21,"2005",2005-10-10,1,3,2
"1619",1671,"MAR","21/11/2005","23/11/2005",29,"0-30 cm",NA,NA,5.8,4.9,NA,"11.3",NA,"14.4",NA,"431","15.8","9.81","4.42","0.05","0.15",82152,"3-MAR",29,14.4,0,0,14.4,14.4,"0-Temoin",3,"andosol",2005-11-21,"2005",2005-10-10,1,3,0
"1620",1672,"MAR","21/11/2005","23/11/2005",30,"0-30 cm",NA,NA,5.6,4.9,NA,"11.6",NA,"14.2",NA,"399","14.8","9.35","4.26","0.33","0.19",82153,"3-MAR",30,14.2,0,0,14.2,14.2,"4-Lis70",3,"andosol",2005-11-21,"2005",2005-10-10,1,3,4
"1621",1673,"LYC","21/11/2005","23/11/2005",1,"0-30 cm",NA,NA,6.9,5.7,NA,"1.39",NA,"1.24",NA,"174","5.92","3.85","1.45","0.3","0.12",82154,"0-LYC",1,1.24,0,0,1.24,1.24,"5-Com72",1,"arénosol",2005-11-21,"2005",2005-10-10,1,3,5
"1622",1674,"LYC","21/11/2005","23/11/2005",2,"0-30 cm",NA,NA,6.2,5,NA,"1.25",NA,"1.04",NA,"103","4.8","3.26","1.1","0.15","0.11",82155,"0-LYC",2,1.04,0,0,1.04,1.04,"1- Min70",1,"arénosol",2005-11-21,"2005",2005-10-10,1,3,1
"1623",1675,"LYC","21/11/2005","23/11/2005",3,"0-30 cm",NA,NA,6.8,5.5,NA,"1.33",NA,"1.15",NA,"127","5.98","3.71","1.61","0.32","0.14",82156,"0-LYC",3,1.15,0,0,1.15,1.15,"6-Com12",1,"arénosol",2005-11-21,"2005",2005-10-10,1,3,6
"1624",1676,"LYC","21/11/2005","23/11/2005",4,"0-30 cm",NA,NA,6.9,5.7,NA,"1.31",NA,"1.11",NA,"103","5.99","3.29","1.56","0.92","0.14",82157,"0-LYC",4,1.11,0,0,1.11,1.11,"3-Lis40",1,"arénosol",2005-11-21,"2005",2005-10-10,1,3,3
"1625",1677,"LYC","21/11/2005","23/11/2005",5,"0-30 cm",NA,NA,6.6,5.2,NA,"1.15",NA,"0.94",NA,"63","4.87","3.01","1.33","0.18","0.18",82158,"0-LYC",5,0.94,0,0,0.94,0.94,"0-Temoin",1,"arénosol",2005-11-21,"2005",2005-10-10,1,3,0
"1626",1678,"LYC","21/11/2005","23/11/2005",6,"0-30 cm",NA,NA,6.5,5.3,NA,"1.45",NA,"1.27",NA,"100","6.31","3.96","1.8","0.17","0.13",82159,"0-LYC",6,1.27,0,0,1.27,1.27,"9-Mix1248",1,"arénosol",2005-11-21,"2005",2005-10-10,1,3,9
"1627",1679,"LYC","21/11/2005","23/11/2005",7,"0-30 cm",NA,NA,6.8,5.6,NA,"1.47",NA,"1.27",NA,"125","6.39","3.4","1.85","1","0.1",82160,"0-LYC",7,1.27,0,0,1.27,1.27,"8-Mix4070",1,"arénosol",2005-11-21,"2005",2005-10-10,1,3,8
"1628",1680,"LYC","21/11/2005","23/11/2005",8,"0-30 cm",NA,NA,5.8,4.7,NA,"1.31",NA,"1.1",NA,"91","4.84","2.93","1.2","0.17","0.12",82161,"0-LYC",8,1.1,0,0,1.1,1.1,"2-Min120",1,"arénosol",2005-11-21,"2005",2005-10-10,1,3,2
"1629",1681,"LYC","21/11/2005","23/11/2005",9,"0-30 cm",NA,NA,6.9,5.8,NA,"1.69",NA,"1.48",NA,"189","6.84","3.42","2.21","1.43","0.12",82162,"0-LYC",9,1.48,0,0,1.48,1.48,"4-Lis70",1,"arénosol",2005-11-21,"2005",2005-10-10,1,3,4
"1630",1682,"LYC","21/11/2005","23/11/2005",10,"0-30 cm",NA,NA,6.2,5.1,NA,"1.54",NA,"1.36",NA,"163","5.68","3.53","1.56","0.23","0.14",82163,"0-LYC",10,1.36,0,0,1.36,1.36,"7-Mix72",1,"arénosol",2005-11-21,"2005",2005-10-10,1,3,7
"1631",1683,"LYC","21/11/2005","23/11/2005",11,"0-30 cm",NA,NA,6.4,5.2,NA,"1.51",NA,"1.27",NA,"254","5.61","3.59","1.66","0.37","0.16",82164,"0-LYC",11,1.27,0,0,1.27,1.27,"9-Mix1248",2,"arénosol",2005-11-21,"2005",2005-10-10,1,3,9
"1632",1684,"LYC","21/11/2005","23/11/2005",12,"0-30 cm",NA,NA,6.3,4.9,NA,"1.35",NA,"1.11",NA,"258","4.24","2.62","1.17","0.29","0.16",82165,"0-LYC",12,1.11,0,0,1.11,1.11,"0-Temoin",2,"arénosol",2005-11-21,"2005",2005-10-10,1,3,0
"1633",1685,"LYC","21/11/2005","23/11/2005",13,"0-30 cm",NA,NA,5.3,4.2,NA,"1.25",NA,"0.99",NA,"257","2.59","1.55","0.59","0.22","0.1",82166,"0-LYC",13,0.99,0,0,0.99,0.99,"2-Min120",2,"arénosol",2005-11-21,"2005",2005-10-10,1,3,2
"1634",1686,"LYC","21/11/2005","23/11/2005",14,"0-30 cm",NA,NA,6.8,5.6,NA,"1.5",NA,"1.28",NA,"329","5.64","2.7","1.78","1.2","0.1",82167,"0-LYC",14,1.28,0,0,1.28,1.28,"4-Lis70",2,"arénosol",2005-11-21,"2005",2005-10-10,1,3,4
"1635",1687,"LYC","21/11/2005","23/11/2005",15,"0-30 cm",NA,NA,6.5,5.2,NA,"1.25",NA,"1.01",NA,"299","4.8","2.36","1.28","1.1","0.11",82168,"0-LYC",15,1.01,0,0,1.01,1.01,"8-Mix4070",2,"arénosol",2005-11-21,"2005",2005-10-10,1,3,8
"1636",1688,"LYC","21/11/2005","23/11/2005",16,"0-30 cm",NA,NA,6.4,5.1,NA,"1.33",NA,"1.14",NA,"326","4.9","3.13","1.36","0.4","0.15",82169,"0-LYC",16,1.14,0,0,1.14,1.14,"6-Com12",2,"arénosol",2005-11-21,"2005",2005-10-10,1,3,6
"1637",1689,"LYC","21/11/2005","23/11/2005",17,"0-30 cm",NA,NA,5.8,4.6,NA,"1.12",NA,"0.89",NA,"248","3.73","2.46","0.84","0.2","0.12",82170,"0-LYC",17,0.89,0,0,0.89,0.89,"1- Min70",2,"arénosol",2005-11-21,"2005",2005-10-10,1,3,1
"1638",1690,"LYC","21/11/2005","23/11/2005",18,"0-30 cm",NA,NA,6.6,5.3,NA,"1.72",NA,"1.61",NA,"271","5.27","3.34","1.45","0.4","0.15",82171,"0-LYC",18,1.61,0,0,1.61,1.61,"5-Com72",2,"arénosol",2005-11-21,"2005",2005-10-10,1,3,5
"1639",1691,"LYC","21/11/2005","23/11/2005",19,"0-30 cm",NA,NA,6.1,5,NA,"1.38",NA,"1.16",NA,"229","4.71","3.2","1.29","0.25","0.13",82172,"0-LYC",19,1.16,0,0,1.16,1.16,"7-Mix72",2,"arénosol",2005-11-21,"2005",2005-10-10,1,3,7
"1640",1692,"LYC","21/11/2005","23/11/2005",20,"0-30 cm",NA,NA,6.9,5.6,NA,"1.27",NA,"1.06",NA,"217","5.61","2.5","1.47","1.18","0.11",82173,"0-LYC",20,1.06,0,0,1.06,1.06,"3-Lis40",2,"arénosol",2005-11-21,"2005",2005-10-10,1,3,3
"1641",1693,"LYC","21/11/2005","23/11/2005",21,"0-30 cm",NA,NA,6.7,5.4,NA,"1.37",NA,"1.12",NA,"212","5.33","2.7","1.59","1.14","0.15",82174,"0-LYC",21,1.12,0,0,1.12,1.12,"3-Lis40",3,"arénosol",2005-11-21,"2005",2005-10-10,1,3,3
"1642",1694,"LYC","21/11/2005","23/11/2005",22,"0-30 cm",NA,NA,5.7,4.5,NA,"1.19",NA,"0.96",NA,"182","3.77","2.55","0.88","0.2","0.12",82175,"0-LYC",22,0.96,0,0,0.96,0.96,"1- Min70",3,"arénosol",2005-11-21,"2005",2005-10-10,1,3,1
"1643",1695,"LYC","21/11/2005","23/11/2005",23,"0-30 cm",NA,NA,6.5,5.3,NA,"1.37",NA,"1.14",NA,"237","5.64","2.99","1.66","1.09","0.12",82176,"0-LYC",23,1.14,0,0,1.14,1.14,"8-Mix4070",3,"arénosol",2005-11-21,"2005",2005-10-10,1,3,8
"1644",1696,"LYC","21/11/2005","23/11/2005",24,"0-30 cm",NA,NA,6.2,4.9,NA,"1.32",NA,"1.11",NA,"185","4.74","3.1","1.41","0.22","0.11",82177,"0-LYC",24,1.11,0,0,1.11,1.11,"7-Mix72",3,"arénosol",2005-11-21,"2005",2005-10-10,1,3,7
"1645",1697,"LYC","21/11/2005","23/11/2005",25,"0-30 cm",NA,NA,6.3,4.9,NA,"1.34",NA,"1.12",NA,"172","5.07","3.1","1.43","0.31","0.14",82178,"0-LYC",25,1.12,0,0,1.12,1.12,"9-Mix1248",3,"arénosol",2005-11-21,"2005",2005-10-10,1,3,9
"1646",1698,"LYC","21/11/2005","23/11/2005",26,"0-30 cm",NA,NA,6.4,5.1,NA,"1.27",NA,"1.08",NA,"181","5.25","3.28","1.5","0.36","0.17",82179,"0-LYC",26,1.08,0,0,1.08,1.08,"5-Com72",3,"arénosol",2005-11-21,"2005",2005-10-10,1,3,5
"1647",1699,"LYC","21/11/2005","23/11/2005",27,"0-30 cm",NA,NA,6.6,5.2,NA,"1.35",NA,"1.17",NA,"233","5.73","3.49","1.63","0.44","0.16",82180,"0-LYC",27,1.17,0,0,1.17,1.17,"6-Com12",3,"arénosol",2005-11-21,"2005",2005-10-10,1,3,6
"1648",1700,"LYC","21/11/2005","23/11/2005",28,"0-30 cm",NA,NA,5.3,4.4,NA,"1.34",NA,"1.12",NA,"185","4","2.7","1.08","0.22","0.1",82181,"0-LYC",28,1.12,0,0,1.12,1.12,"2-Min120",3,"arénosol",2005-11-21,"2005",2005-10-10,1,3,2
"1649",1701,"LYC","21/11/2005","23/11/2005",29,"0-30 cm",NA,NA,6.4,5.1,NA,"1.36",NA,"1.15",NA,"179","5.55","3.44","1.59","0.27","0.17",82182,"0-LYC",29,1.15,0,0,1.15,1.15,"0-Temoin",3,"arénosol",2005-11-21,"2005",2005-10-10,1,3,0
"1650",1702,"LYC","21/11/2005","23/11/2005",30,"0-30 cm",NA,NA,6.9,6,NA,"1.83",NA,"1.71",NA,"243","7.99","4.17","2.58","1.73","0.16",82183,"0-LYC",30,1.71,0,0,1.71,1.71,"4-Lis70",3,"arénosol",2005-11-21,"2005",2005-10-10,1,3,4
"1651",1703,"SED","25/11/2006","14/12/2006",1,"0-30 cm",NA,NA,5.7,4.9,NA,"12.7",NA,"15.7",NA,"314","13.3","7.69","4.44","0.76","0.27",86125,"2-SED",1,15.7,0,0,15.7,15.7,"5-Com72",1,"andosol",2006-11-25,"2006",2006-10-10,2,3,5
"1652",1704,"SED","25/11/2006","14/12/2006",2,"0-30 cm",NA,NA,5.3,4.7,NA,"10.7",NA,"13.5",NA,"282","9.4","4.37","2.01","0.15","0.13",86126,"2-SED",2,13.5,0,0,13.5,13.5,"1- Min70",1,"andosol",2006-11-25,"2006",2006-10-10,2,3,1
"1653",1705,"SED","25/11/2006","14/12/2006",3,"0-30 cm",NA,NA,5.9,5.1,NA,"9.15",NA,"11.7",NA,"286","10.5","5.7","3.02","0.51","0.25",86127,"2-SED",3,11.7,0,0,11.7,11.7,"6-Com12",1,"andosol",2006-11-25,"2006",2006-10-10,2,3,6
"1654",1706,"SED","25/11/2006","14/12/2006",4,"0-30 cm",NA,NA,6.2,5.3,NA,"11.6",NA,"13.8",NA,"357","16.5","8.28","6.15","1.98","0.19",86128,"2-SED",4,13.8,0,0,13.8,13.8,"3-Lis40",1,"andosol",2006-11-25,"2006",2006-10-10,2,3,3
"1655",1707,"SED","25/11/2006","14/12/2006",5,"0-30 cm",NA,NA,6.2,5.1,NA,"11.1",NA,"13.5",NA,"389","14.3","7.62","5.42","0.45","0.11",86129,"2-SED",5,13.5,0,0,13.5,13.5,"0-Temoin",1,"andosol",2006-11-25,"2006",2006-10-10,2,3,0
"1656",1708,"SED","25/11/2006","14/12/2006",6,"0-30 cm",NA,NA,6.1,5.2,NA,"12.5",NA,"15.1",NA,"329","15.3","8.72","4.95","0.62","0.36",86130,"2-SED",6,15.1,0,0,15.1,15.1,"9-Mix1248",1,"andosol",2006-11-25,"2006",2006-10-10,2,3,9
